"emp_no","first_name","last_name","from_date","title","salary","to_date"
461566,"Tamiya","Sessa","1992-04-01","Senior Engineer",40000,"9999-01-01"
461573,"Sachar","Zedlitz","1993-07-13","Senior Staff",40000,"9999-01-01"
461582,"Golgen","Mapelli","1996-08-27","Senior Staff",40000,"9999-01-01"
461605,"Tesuya","Garnham","1988-09-03","Senior Staff",67241,"9999-01-01"
461608,"Matk","Brendel","2002-02-03","Senior Engineer",51047,"9999-01-01"
461615,"Flemming","Borovoy","1985-03-30","Senior Staff",104903,"9999-01-01"
461625,"Margareta","Bael","1995-04-04","Senior Staff",69097,"9999-01-01"
461638,"Gad","Hettesheimer","1986-03-03","Technique Leader",43123,"9999-01-01"
461640,"Krassimir","Auyong","1996-10-26","Senior Engineer",62803,"9999-01-01"
461654,"Douadi","Kropp","1999-10-24","Senior Engineer",43364,"9999-01-01"
461672,"Adib","Cardazo","2000-09-04","Senior Engineer",40000,"9999-01-01"
461691,"Gadiel","Lichtman","1996-02-22","Staff",58000,"9999-01-01"
461693,"Fusako","Cappello","1999-09-07","Senior Engineer",52377,"9999-01-01"
461694,"Arup","Dratva","1986-01-16","Senior Staff",70282,"9999-01-01"
461704,"Akhilish","Bultermann","1987-04-30","Senior Staff",85514,"9999-01-01"
461711,"Evgueni","Dulay","1995-04-17","Senior Engineer",66920,"9999-01-01"
461718,"Florina","Gruenwald","1995-07-07","Engineer",40000,"9999-01-01"
461721,"Dinah","Schiper","1993-01-28","Senior Staff",40000,"9999-01-01"
461751,"Billie","Terlouw","1997-01-03","Engineer",40000,"9999-01-01"
461757,"Hailing","Isaac","1990-04-02","Senior Engineer",40000,"9999-01-01"
461758,"Niclas","Weiland","1998-05-12","Senior Engineer",61133,"9999-01-01"
461762,"Yechiam","Speer","1995-02-24","Staff",48503,"9999-01-01"
461763,"Arunachalam","Marsiglia","1992-03-04","Senior Engineer",54488,"9999-01-01"
461768,"Geoffry","Breugel","1994-08-20","Senior Engineer",40000,"9999-01-01"
461769,"Bodo","Birge","1997-06-07","Senior Engineer",66139,"9999-01-01"
461776,"Bernt","Improta","1996-09-02","Senior Staff",40000,"9999-01-01"
461803,"Charmane","Radwan","1986-01-14","Senior Staff",70990,"9999-01-01"
461807,"Shan","Rossi","1994-05-16","Senior Engineer",44331,"9999-01-01"
461808,"Malu","Radivojevic","2001-06-28","Senior Staff",56377,"9999-01-01"
461812,"Kristine","Kaiser","1990-02-28","Senior Staff",76418,"9999-01-01"
461818,"Serap","Rosen","1985-10-28","Senior Staff",50340,"9999-01-01"
461820,"Lansing","Prenel","1987-12-15","Senior Engineer",49366,"9999-01-01"
461833,"Shuho","Rosar","1994-10-26","Senior Engineer",40000,"9999-01-01"
461835,"Serenella","Pell","2000-04-18","Senior Staff",92654,"9999-01-01"
461848,"Randi","Lemarechal","2000-07-13","Senior Staff",60142,"9999-01-01"
461860,"Chaosheng","Syrotiuk","1996-05-06","Engineer",60410,"9999-01-01"
461861,"Aron","Marsiglia","1993-06-08","Senior Staff",88539,"9999-01-01"
461876,"Golgen","Hebden","2000-06-28","Senior Engineer",46322,"9999-01-01"
461877,"Kousuke","Pepe","1986-01-21","Senior Engineer",56919,"9999-01-01"
461885,"Sreenivas","Gluchowski","1997-01-09","Senior Engineer",40000,"9999-01-01"
461891,"Ranan","Stranks","1986-07-25","Technique Leader",58184,"9999-01-01"
461903,"Hironoby","Puppe","1988-01-10","Senior Engineer",40000,"9999-01-01"
461907,"Van","Negoita","1993-11-28","Senior Staff",59398,"9999-01-01"
461909,"Jagoda","Porotnikoff","1994-07-16","Senior Engineer",40000,"9999-01-01"
461912,"Ugo","Kowalchuk","1989-12-07","Senior Staff",64416,"9999-01-01"
461915,"Alejandro","Sambasivam","1995-12-10","Senior Staff",93843,"9999-01-01"
461928,"Gopalakrishnan","Wolniewicz","1993-09-08","Senior Engineer",40000,"9999-01-01"
461936,"Akeno","Nishimukai","1999-03-14","Senior Engineer",40000,"9999-01-01"
461949,"Duro","Laurillard","1991-08-23","Senior Staff",89159,"9999-01-01"
461950,"Hidefumi","Streng","1990-06-02","Senior Engineer",59691,"9999-01-01"
461956,"Hitomi","Zuberek","1994-03-25","Senior Engineer",75720,"9999-01-01"
461957,"Harjit","Biran","1991-05-29","Senior Staff",55068,"9999-01-01"
461958,"Mohit","Slobodova","1993-05-17","Senior Staff",72109,"9999-01-01"
461960,"Remko","Ramsay","2002-08-01","Senior Staff",45705,"9999-01-01"
461964,"Ennio","Lund","1994-02-03","Senior Engineer",40000,"9999-01-01"
461976,"Berry","Papadias","1994-02-16","Senior Engineer",45364,"9999-01-01"
461979,"Fayez","Mandelberg","1999-02-06","Senior Engineer",55906,"9999-01-01"
461990,"Jacopo","Norsworthy","1997-06-07","Senior Staff",66172,"9999-01-01"
461997,"Fumitake","Hempstead","1996-01-25","Senior Staff",60753,"9999-01-01"
462004,"Ymte","Snyers","1991-09-22","Senior Staff",40000,"9999-01-01"
462016,"Taiji","Danner","1998-02-09","Staff",70572,"9999-01-01"
462017,"Cheong","Cronau","1995-04-24","Senior Engineer",51885,"9999-01-01"
462028,"Rasiah","Angot","1992-02-08","Senior Engineer",40000,"9999-01-01"
462034,"Geoffry","Lund","1991-07-13","Senior Engineer",45207,"9999-01-01"
462035,"Mohammed","Egerstedt","1993-11-13","Senior Engineer",53355,"9999-01-01"
462036,"Bojan","Hasenauer","2000-04-10","Senior Staff",42828,"9999-01-01"
462038,"Gianluca","Angot","1996-10-02","Staff",51822,"9999-01-01"
462044,"Ziya","Salverda","1996-03-24","Senior Engineer",40000,"9999-01-01"
462049,"Sachar","Antonisse","1993-10-23","Senior Staff",60552,"9999-01-01"
462051,"Jayesh","Stemann","1986-01-05","Senior Staff",57636,"9999-01-01"
462059,"Naftaly","Zockler","1986-06-15","Technique Leader",60415,"9999-01-01"
462062,"Francoise","Einsfeld","1993-10-27","Senior Staff",105681,"9999-01-01"
462070,"Mahmut","Marsiglia","1998-04-18","Staff",40000,"9999-01-01"
462073,"Alassane","Plump","1995-10-08","Senior Staff",52949,"9999-01-01"
462076,"Katsuyuki","Guting","1994-02-04","Senior Engineer",55552,"9999-01-01"
462080,"Guther","Larfeldt","2001-10-23","Engineer",41569,"9999-01-01"
462085,"Marco","Gulla","1992-12-13","Senior Engineer",40000,"9999-01-01"
462086,"Fayez","Bressoud","1998-10-08","Senior Engineer",40000,"9999-01-01"
462091,"Patricia","Stemann","1994-09-29","Senior Engineer",40105,"9999-01-01"
462097,"Mircea","Keohane","1994-07-13","Senior Staff",61867,"9999-01-01"
462111,"Udo","Sudbeck","1992-08-05","Senior Engineer",40000,"9999-01-01"
462116,"Mahmut","Ramras","1998-10-03","Engineer",47858,"9999-01-01"
462119,"Dmitri","Masamoto","1992-10-29","Senior Staff",70395,"9999-01-01"
462128,"Divine","Angelopoulos","2000-07-23","Engineer",40000,"9999-01-01"
462132,"Phule","Gronowski","1998-08-23","Engineer",40000,"9999-01-01"
462140,"Josyula","Chleq","2002-04-26","Senior Engineer",40000,"9999-01-01"
462145,"Gurbir","Thimonier","1987-07-21","Senior Staff",74975,"9999-01-01"
462151,"Akeel","Templeman","1993-02-19","Senior Engineer",43373,"9999-01-01"
462157,"Mabhin","Emmart","1986-08-07","Senior Staff",40000,"9999-01-01"
462186,"Mikhail","Fontet","1994-02-02","Senior Engineer",72586,"9999-01-01"
462190,"Kazuhira","Erdi","1995-03-11","Senior Staff",69112,"9999-01-01"
462197,"Yakkov","Thiran","1993-03-01","Senior Engineer",47226,"9999-01-01"
462208,"Stafford","Hopewell","1996-03-26","Senior Staff",77915,"9999-01-01"
462231,"Anneke","Albarhamtoshy","1994-04-09","Senior Staff",85178,"9999-01-01"
462237,"Achilleas","Mundy","1999-05-13","Senior Engineer",48170,"9999-01-01"
462246,"Kenton","Cooley","2000-07-29","Senior Engineer",51759,"9999-01-01"
462248,"Manton","Vrecion","1999-10-17","Engineer",40000,"9999-01-01"
462259,"Tomoyuki","Huttel","2001-04-28","Engineer",45968,"9999-01-01"
462264,"Kirk","Baar","1993-12-20","Senior Staff",57741,"9999-01-01"
462271,"Feiyu","Redmiles","1994-10-28","Senior Staff",78812,"9999-01-01"
462282,"Adly","Morton","1993-07-31","Senior Staff",77346,"9999-01-01"
462284,"Samphel","Farrow","1996-04-27","Senior Staff",69717,"9999-01-01"
462286,"Pintsang","Anger","1996-05-20","Senior Staff",73188,"9999-01-01"
462289,"Kenroku","Adachi","2002-07-01","Senior Engineer",44191,"9999-01-01"
462330,"Krassimir","Shanbhogue","1997-06-19","Senior Staff",43092,"9999-01-01"
462331,"Sushant","Binkley","1993-07-13","Senior Staff",40000,"9999-01-01"
462332,"Yechezkel","Jenevein","1997-10-27","Staff",48557,"9999-01-01"
462345,"Taisook","Pileggi","1999-07-20","Senior Engineer",48849,"9999-01-01"
462351,"Ohad","Jullig","1985-07-17","Senior Engineer",40000,"9999-01-01"
462355,"Shahar","Besselaar","1988-03-06","Technique Leader",40000,"9999-01-01"
462368,"Bodo","Tsukune","1995-11-04","Senior Engineer",40000,"9999-01-01"
462372,"Shaibal","Giaccio","1999-11-25","Senior Staff",40000,"9999-01-01"
462386,"Parviz","Rullman","1993-09-16","Senior Staff",65659,"9999-01-01"
462387,"Bezalel","Rossi","1995-05-01","Senior Staff",76090,"9999-01-01"
462403,"Kensei","Segond","1999-03-04","Senior Engineer",40000,"9999-01-01"
462407,"Sastry","Motley","1993-12-10","Senior Staff",40000,"9999-01-01"
462419,"Chinho","Peris","1999-12-15","Staff",48972,"9999-01-01"
462443,"Miomir","Ranka","1999-03-20","Senior Staff",40000,"9999-01-01"
462470,"Satyanarayana","Worfolk","1997-12-09","Assistant Engineer",50319,"9999-01-01"
462473,"Honesty","Butterworth","1987-09-08","Technique Leader",40000,"9999-01-01"
462484,"Ronghao","Masamoto","1986-07-05","Senior Engineer",52422,"9999-01-01"
462506,"Achilleas","Bugaenko","1994-09-03","Senior Engineer",40000,"9999-01-01"
462510,"Kshitij","Barvinok","2002-03-25","Senior Engineer",40000,"9999-01-01"
462512,"Youjian","Leuchs","1992-10-06","Senior Engineer",42090,"9999-01-01"
462518,"Ishfaq","Stavenow","1993-05-23","Senior Staff",53007,"9999-01-01"
462539,"Shin","Mikschl","1996-02-09","Senior Engineer",40000,"9999-01-01"
462549,"Gretta","Bakhtari","2001-11-27","Senior Engineer",40000,"9999-01-01"
462552,"Hironobu","Michaels","1998-08-15","Senior Engineer",41627,"9999-01-01"
462557,"Lobel","Androutsos","1986-08-17","Technique Leader",61742,"9999-01-01"
462559,"Adas","Swift","1997-11-15","Senior Engineer",62223,"9999-01-01"
462561,"Vishwani","Azulay","2001-01-16","Senior Staff",48983,"9999-01-01"
462563,"Toshimori","Weedon","1993-08-01","Technique Leader",40000,"9999-01-01"
462590,"DeForest","Zucker","1998-12-25","Senior Engineer",47903,"9999-01-01"
462595,"Mohamadou","Pramanik","1985-03-06","Senior Staff",40000,"9999-01-01"
462607,"Arif","Qiwen","1990-04-29","Technique Leader",57114,"9999-01-01"
462618,"Mingdong","Munoz","1987-09-14","Technique Leader",50459,"9999-01-01"
462648,"Fatemeh","Sridhar","1986-06-24","Senior Engineer",40000,"9999-01-01"
462668,"Bedrich","Jenevein","1998-01-15","Senior Staff",78900,"9999-01-01"
462685,"Temple","Candan","2000-01-21","Staff",40000,"9999-01-01"
462690,"Shaunak","Hettesheimer","1996-05-09","Senior Staff",71623,"9999-01-01"
462698,"Tzvetan","Blokdijk","1998-12-22","Senior Engineer",71679,"9999-01-01"
462703,"Jaber","Terkki","1997-04-25","Senior Staff",41238,"9999-01-01"
462705,"Mohit","Norsworthy","1998-01-10","Staff",78244,"9999-01-01"
462706,"Caolyn","VanScheik","1995-04-11","Senior Staff",40000,"9999-01-01"
462734,"Shridhar","Jansch","1987-01-02","Senior Engineer",40000,"9999-01-01"
462737,"Yuguang","Szemeredi","1995-11-19","Senior Engineer",47647,"9999-01-01"
462742,"Jayson","Kruskal","1993-11-02","Senior Staff",78797,"9999-01-01"
462749,"Yunming","Ramsay","1996-04-04","Senior Engineer",70899,"9999-01-01"
462759,"Bodo","Kaiserswerth","2000-12-09","Engineer",54373,"9999-01-01"
462760,"Chenye","Baja","1995-04-21","Senior Staff",93317,"9999-01-01"
462765,"Yurii","Rohrbach","2001-11-29","Senior Staff",58799,"9999-01-01"
462767,"Uri","Ranai","1995-08-15","Staff",58271,"9999-01-01"
462776,"Mostafa","Dechter","1993-03-26","Senior Staff",91329,"9999-01-01"
462792,"Shim","Merkl","2000-02-24","Senior Engineer",40000,"9999-01-01"
462800,"Sariel","Auria","1986-02-05","Senior Engineer",50988,"9999-01-01"
462809,"Mana","Brlek","1996-09-13","Senior Engineer",45578,"9999-01-01"
462819,"Dmitry","Zwicker","1991-04-18","Senior Engineer",40000,"9999-01-01"
462829,"Moss","Range","2000-08-27","Senior Engineer",42444,"9999-01-01"
462831,"Heather","Wolniewicz","1995-10-02","Senior Staff",42084,"9999-01-01"
462844,"Khatoun","Gini","1996-12-30","Engineer",60011,"9999-01-01"
462849,"Tadahiro","Pintelas","1993-05-02","Senior Staff",66969,"9999-01-01"
462857,"Kwangsub","Hoogerwoord","2000-11-21","Senior Staff",82185,"9999-01-01"
462859,"Xinglin","Gire","2002-06-23","Senior Engineer",40000,"9999-01-01"
462863,"Jamaludin","Cullers","1985-06-06","Senior Engineer",57925,"9999-01-01"
462865,"Kensei","Schaad","1986-08-13","Senior Staff",62660,"9999-01-01"
462866,"Babette","Ritcey","1985-03-19","Technique Leader",40000,"9999-01-01"
462872,"Shahaf","Zirintsis","1996-12-19","Senior Staff",75731,"9999-01-01"
462875,"Francoise","Picaronny","2002-03-21","Senior Engineer",55193,"9999-01-01"
462890,"Jinya","Peak","1995-05-20","Staff",40000,"9999-01-01"
462919,"Taizo","Atrawala","1992-10-24","Senior Engineer",76932,"9999-01-01"
462924,"Sanjay","Veevers","1996-10-13","Senior Engineer",57196,"9999-01-01"
462925,"Dharmaraja","Comyn","1996-01-23","Senior Staff",63463,"9999-01-01"
462933,"Randy","Hemaspaandra","1995-11-03","Senior Engineer",55791,"9999-01-01"
462955,"Eben","Kusakabe","1992-06-02","Senior Engineer",56942,"9999-01-01"
462982,"Kankanahalli","Mundy","1996-05-09","Senior Staff",64643,"9999-01-01"
462987,"Nevio","Shrader","1994-07-12","Senior Staff",55313,"9999-01-01"
462994,"Horward","Haldar","1987-05-24","Senior Staff",59828,"9999-01-01"
462999,"Venkatesan","Gonthier","1997-12-24","Senior Staff",40000,"9999-01-01"
463010,"Abdelwaheb","Prochazka","1996-05-07","Senior Engineer",55038,"9999-01-01"
463019,"Jovan","Figueira","1993-04-03","Senior Staff",68935,"9999-01-01"
463027,"Peer","Pews","1993-02-03","Senior Engineer",47371,"9999-01-01"
463030,"Kazuhito","Oppitz","1992-12-07","Senior Staff",50562,"9999-01-01"
463041,"Navid","Litecky","1999-09-02","Senior Engineer",64616,"9999-01-01"
463042,"Billie","Peron","1994-08-16","Engineer",40000,"9999-01-01"
463067,"Oddvar","Gyorkos","1992-06-02","Senior Engineer",40000,"9999-01-01"
463076,"Mechthild","Swen","1991-02-18","Senior Engineer",40000,"9999-01-01"
463078,"Shirish","Mateescu","1995-12-31","Senior Staff",47308,"9999-01-01"
463081,"Leen","Chaudhury","1998-09-16","Senior Engineer",61577,"9999-01-01"
463092,"Arnould","Peres","1995-05-19","Senior Engineer",72275,"9999-01-01"
463093,"Evgueni","Frolund","1994-05-31","Senior Staff",53053,"9999-01-01"
463098,"Howell","Merlo","1988-07-16","Technique Leader",40000,"9999-01-01"
463131,"Cathie","Bolsens","1997-01-13","Senior Engineer",43164,"9999-01-01"
463141,"Marsha","Masaki","1988-06-15","Senior Engineer",40000,"9999-01-01"
463147,"Georgy","Terwilliger","1997-08-02","Senior Staff",72377,"9999-01-01"
463149,"Valeska","Kamber","1996-03-15","Staff",40000,"9999-01-01"
463152,"Premsyl","Schiper","1997-11-04","Senior Engineer",43401,"9999-01-01"
463155,"Aemilian","Sabnani","1985-04-26","Senior Engineer",40000,"9999-01-01"
463156,"Vojin","Miake","1987-02-15","Senior Staff",40000,"9999-01-01"
463161,"Subhash","Milicia","1985-07-14","Senior Engineer",53523,"9999-01-01"
463185,"Yahiko","Rosay","1996-07-10","Senior Staff",63224,"9999-01-01"
463187,"Sachin","Penn","1986-10-02","Technique Leader",47817,"9999-01-01"
463214,"Toshimo","Acton","1997-11-14","Engineer",40000,"9999-01-01"
463250,"Arup","Ranta","1991-02-20","Senior Engineer",40000,"9999-01-01"
463252,"Demin","Krzyzanowski","1993-06-21","Senior Engineer",45269,"9999-01-01"
463256,"Mabhin","Demos","1990-12-20","Senior Staff",55229,"9999-01-01"
463260,"Masako","Muntz","2002-02-05","Senior Engineer",56233,"9999-01-01"
463286,"Kwangho","Avouris","1999-06-27","Senior Staff",50215,"9999-01-01"
463310,"Yoshimitsu","Melichar","1998-06-24","Senior Engineer",44569,"9999-01-01"
463311,"Fuqing","Scharstein","1995-03-31","Senior Engineer",51455,"9999-01-01"
463312,"Keung","Godskesen","1999-08-11","Staff",80815,"9999-01-01"
463316,"Seongbae","Iwayama","1992-02-22","Senior Engineer",62106,"9999-01-01"
463317,"Marco","Baar","1996-05-27","Senior Staff",40000,"9999-01-01"
463327,"Udo","Keirsey","1991-07-04","Senior Engineer",40000,"9999-01-01"
463334,"Tran","Peak","1996-12-13","Assistant Engineer",40000,"9999-01-01"
463340,"Danae","Buchter","1997-07-12","Senior Engineer",69259,"9999-01-01"
463360,"Ung","Benantar","1995-08-08","Senior Staff",70446,"9999-01-01"
463368,"Kotesh","Irland","1991-04-11","Senior Engineer",40000,"9999-01-01"
463370,"Khue","Eiter","1998-10-31","Staff",40000,"9999-01-01"
463377,"Greger","Ranai","1999-07-12","Staff",47121,"9999-01-01"
463388,"Udaiprakash","Wrigley","1986-05-04","Senior Staff",40000,"9999-01-01"
463392,"Masoud","Vandervoorde","2001-12-19","Senior Staff",40000,"9999-01-01"
463393,"Bilhanan","Takkinen","1994-01-20","Senior Engineer",40000,"9999-01-01"
463397,"Gay","Kenevan","1993-03-21","Senior Staff",78071,"9999-01-01"
463401,"Chrisa","Boyle","1990-11-20","Senior Staff",40000,"9999-01-01"
463413,"Kristinn","Lorys","1985-09-30","Senior Engineer",62030,"9999-01-01"
463426,"Tetsurou","DuCasse","1991-12-02","Senior Engineer",40000,"9999-01-01"
463431,"Lalit","Samarati","1994-05-12","Senior Staff",48596,"9999-01-01"
463444,"Patricia","Zambonelli","1997-11-30","Senior Engineer",40000,"9999-01-01"
463449,"Aemilian","Varman","1996-10-06","Senior Engineer",40000,"9999-01-01"
463459,"Mohammed","Farrag","1992-11-20","Senior Engineer",40000,"9999-01-01"
463463,"Katsuyuki","Klerer","1995-09-16","Senior Staff",74812,"9999-01-01"
463464,"Conor","Adachi","1993-11-23","Senior Engineer",62210,"9999-01-01"
463491,"Jouko","Dichev","1997-05-10","Engineer",40000,"9999-01-01"
463500,"Lorien","Terkki","1999-01-10","Senior Staff",66078,"9999-01-01"
463519,"Navid","Munch","1996-03-24","Senior Staff",62692,"9999-01-01"
463524,"Koldo","Papadias","2001-08-06","Senior Engineer",46031,"9999-01-01"
463529,"Inderjeet","Kusakabe","1993-02-15","Senior Engineer",52483,"9999-01-01"
463537,"Sashi","Kulisch","1993-03-18","Senior Staff",44965,"9999-01-01"
463544,"Dietrich","Gornas","1993-04-20","Senior Engineer",40833,"9999-01-01"
463548,"Chinho","Huhdanpaa","1999-10-04","Engineer",40000,"9999-01-01"
463551,"Luerbio","Ramaiah","1990-02-24","Senior Engineer",40000,"9999-01-01"
463552,"Boaz","Brodie","1996-07-07","Staff",40000,"9999-01-01"
463554,"Kristina","Kranzdorf","1992-12-23","Senior Engineer",40000,"9999-01-01"
463556,"Monique","Emmart","1995-11-20","Senior Staff",40000,"9999-01-01"
463615,"Sariel","Quittner","1992-06-09","Senior Staff",40000,"9999-01-01"
463621,"Lidong","Kobara","1991-11-24","Senior Engineer",40000,"9999-01-01"
463649,"Leaf","Picaronny","1995-09-25","Senior Staff",82461,"9999-01-01"
463658,"Weiyi","Kroha","1995-09-07","Staff",75972,"9999-01-01"
463659,"Gretta","Driscoll","1998-09-27","Senior Engineer",40000,"9999-01-01"
463660,"Bedir","Ratnakar","1993-02-22","Senior Staff",50303,"9999-01-01"
463661,"Minghong","Janocha","1988-11-08","Senior Staff",71590,"9999-01-01"
463665,"Berthier","Hutter","2001-10-15","Senior Engineer",40000,"9999-01-01"
463672,"Jixiang","Kobara","1995-03-05","Senior Engineer",40000,"9999-01-01"
463679,"Constantijn","Thimonier","1993-04-07","Senior Engineer",40000,"9999-01-01"
463681,"Gian","Kalefeld","1995-11-07","Senior Engineer",72716,"9999-01-01"
463696,"Sigeru","Babu","1995-01-21","Senior Staff",58152,"9999-01-01"
463699,"Roded","Bardell","1997-09-08","Technique Leader",46499,"9999-01-01"
463700,"Giao","Maraist","1998-12-22","Senior Staff",40000,"9999-01-01"
463717,"Mari","Pell","2001-01-12","Senior Staff",40000,"9999-01-01"
463725,"Wonhee","Zumaque","1992-06-23","Senior Engineer",48635,"9999-01-01"
463731,"Weidon","Erev","1994-10-19","Senior Staff",40000,"9999-01-01"
463736,"Howell","Smeets","1994-07-14","Senior Engineer",40000,"9999-01-01"
463738,"Hairong","Pellegrinelli","1998-08-13","Senior Engineer",57530,"9999-01-01"
463746,"Berhard","Reistad","1995-07-13","Staff",71610,"9999-01-01"
463748,"Francesca","Yeung","1994-10-30","Engineer",49062,"9999-01-01"
463751,"Toshimi","Sommer","1994-04-02","Senior Engineer",44154,"9999-01-01"
463760,"Charmane","Carrera","1992-10-24","Senior Engineer",41448,"9999-01-01"
463768,"Mihalis","Pillow","1998-07-06","Engineer",40000,"9999-01-01"
463777,"Gor","Rosca","2000-08-20","Senior Staff",40237,"9999-01-01"
463781,"Val","Heystek","1990-12-13","Senior Staff",61247,"9999-01-01"
463785,"Marlo","Felder","1985-05-11","Senior Staff",80811,"9999-01-01"
463793,"Jongsuk","Takanami","2000-11-22","Senior Staff",40000,"9999-01-01"
463804,"Ymte","Potthoff","1994-01-31","Senior Engineer",40000,"9999-01-01"
463806,"Freyja","Borstler","1999-02-24","Engineer",51940,"9999-01-01"
463808,"Berni","Mitchem","1997-07-31","Senior Engineer",40000,"9999-01-01"
463814,"Lena","Kandlur","1993-02-17","Senior Engineer",45575,"9999-01-01"
463825,"Gao","Coombs","1998-02-28","Staff",52666,"9999-01-01"
463845,"Kiyomitsu","Steinauer","1985-09-23","Senior Engineer",61742,"9999-01-01"
463862,"Baocai","Compeau","1999-03-30","Senior Engineer",40000,"9999-01-01"
463869,"Tooru","Zumaque","1992-08-21","Senior Staff",53120,"9999-01-01"
463917,"Harngdar","Cummings","1992-11-01","Senior Engineer",40000,"9999-01-01"
463921,"Lalit","Bahr","1999-11-24","Staff",66887,"9999-01-01"
463932,"Conrado","Marakhovsky","2001-09-09","Senior Staff",65062,"9999-01-01"
463936,"Giri","Schlenzig","1994-05-08","Senior Staff",76945,"9999-01-01"
463945,"Mads","Sifakis","1994-07-29","Senior Staff",67732,"9999-01-01"
463959,"Lein","Zaccaria","1991-04-11","Senior Engineer",40000,"9999-01-01"
463973,"Christ","Bierbaum","1995-04-09","Senior Staff",57550,"9999-01-01"
463978,"Pasqua","Pillow","2002-01-24","Senior Engineer",42858,"9999-01-01"
463980,"Howell","Etalle","1993-02-05","Senior Staff",75584,"9999-01-01"
463993,"Debaprosad","Serot","1993-11-05","Senior Engineer",42636,"9999-01-01"
464001,"Shakhar","Lanphier","1994-04-03","Senior Engineer",61506,"9999-01-01"
464005,"Gino","Merli","1998-05-02","Senior Engineer",40095,"9999-01-01"
464010,"Constantijn","Uhrig","1991-06-04","Senior Staff",53989,"9999-01-01"
464020,"Leaf","Kuzuoka","1993-05-19","Senior Engineer",40000,"9999-01-01"
464022,"Bartek","Beznosov","1998-10-30","Staff",69698,"9999-01-01"
464024,"Bangqing","Yavatkar","1986-03-31","Senior Engineer",40000,"9999-01-01"
464025,"Brigham","Baezner","1996-08-22","Senior Engineer",40000,"9999-01-01"
464033,"Fan","Beilner","1993-06-02","Senior Engineer",40000,"9999-01-01"
464040,"Hyuncheol","Kavraki","1997-03-17","Staff",56302,"9999-01-01"
464050,"Shan","Bratten","1995-04-22","Senior Staff",57980,"9999-01-01"
464051,"Horward","Worfolk","1995-11-13","Senior Staff",69311,"9999-01-01"
464054,"Ger","Ranai","1995-07-14","Senior Engineer",55944,"9999-01-01"
464059,"Harngdar","Rullman","1999-05-03","Senior Staff",40000,"9999-01-01"
464089,"Fox","Sommer","1999-03-07","Senior Staff",49246,"9999-01-01"
464102,"Sibyl","Maraist","1996-04-20","Senior Engineer",41086,"9999-01-01"
464125,"Volkmar","Schrooten","1987-11-24","Senior Staff",40000,"9999-01-01"
464140,"Kolar","Broomell","1994-06-24","Senior Staff",40000,"9999-01-01"
464144,"Mostafa","Ashish","1995-10-26","Senior Staff",40000,"9999-01-01"
464151,"Fumitake","Zumaque","1986-08-14","Senior Staff",44990,"9999-01-01"
464153,"Adly","Stavenow","1995-10-05","Senior Staff",40000,"9999-01-01"
464154,"Lena","Baaz","1995-03-08","Senior Staff",40000,"9999-01-01"
464155,"Sachar","Horswill","1996-10-06","Assistant Engineer",58707,"9999-01-01"
464160,"Xiaoqiu","Knightly","1994-09-22","Engineer",40000,"9999-01-01"
464174,"Palash","Broomell","1988-08-30","Technique Leader",56106,"9999-01-01"
464179,"Weiru","Krogh","1992-01-15","Senior Engineer",50583,"9999-01-01"
464194,"Sakthirel","Brobst","1996-07-23","Senior Engineer",40000,"9999-01-01"
464200,"Junichi","Foong","1992-11-03","Senior Staff",70792,"9999-01-01"
464206,"Mantis","Hedayat","1987-02-01","Senior Staff",40000,"9999-01-01"
464220,"Sibyl","Shrader","1996-10-02","Senior Engineer",48270,"9999-01-01"
464242,"Gen","Androutsos","1999-01-12","Staff",76556,"9999-01-01"
464282,"Chriss","Winter","1986-12-13","Senior Engineer",47654,"9999-01-01"
464295,"Jackson","Hebden","1993-08-22","Senior Engineer",40000,"9999-01-01"
464310,"Marit","Molenkamp","1991-12-18","Senior Staff",57062,"9999-01-01"
464312,"Gunilla","Terwilliger","1999-11-12","Senior Engineer",51267,"9999-01-01"
464319,"Uzi","Lyonns","1995-02-12","Senior Engineer",58810,"9999-01-01"
464322,"Sandeepan","Sessa","1992-06-21","Senior Staff",53403,"9999-01-01"
464338,"Cathie","Vickson","1988-04-12","Technique Leader",66687,"9999-01-01"
464339,"Chriss","Braccini","1998-07-08","Staff",79462,"9999-01-01"
464346,"Bernardo","Bazzichi","1994-03-04","Senior Staff",54623,"9999-01-01"
464356,"Baruch","Sigstam","1999-08-24","Senior Staff",40000,"9999-01-01"
464365,"Shaowen","Krogh","1996-06-30","Senior Staff",86032,"9999-01-01"
464366,"Demos","Krupka","1993-05-17","Senior Engineer",69835,"9999-01-01"
464367,"Achilleas","Zhang","1997-11-26","Technique Leader",40000,"9999-01-01"
464372,"Masadi","Dalton","1996-02-17","Senior Staff",57125,"9999-01-01"
464374,"Peternela","Slutz","1991-06-02","Senior Engineer",42675,"9999-01-01"
464383,"Chandrasekaran","Nooteboom","2000-07-18","Senior Staff",53303,"9999-01-01"
464386,"Radhakrishnan","Koblick","1999-02-12","Senior Staff",40000,"9999-01-01"
464417,"Seongbin","Isaak","1992-04-07","Senior Engineer",46387,"9999-01-01"
464425,"Shaunak","Murtafg","1996-08-30","Senior Staff",40000,"9999-01-01"
464437,"Steve","Kamble","1993-10-06","Senior Engineer",40000,"9999-01-01"
